ATERIO_DATA_CENTER_UID,DATA_CENTER_BUILDING_NAME,ATERIO_DATA_CENTER_CAMPUS_UID,DATA_CENTER_CAMPUS_NAME,DATA_CENTER_STAGE,FLG_AI_FACILITY,FLG_BTM_ONSITE_POWER_GENERATION,TOT_PROJECT_COST,ATERIO_PROVIDER_UID,PROVIDER_NAME,PROVIDER_URL,PROVIDER_PUBLIC_PRIVATE,PROVIDER_TICKER_NAME,PROVIDER_BLOOMBERG_TICKER_NAME,STOCK_EXCHANGE_PROVIDER_NAME,PROVIDER_BACKED_BY,CONSTRUCTION_EQUIPMENT_PROVIDER_COMPANIES,PROJECT_FINANCING_COMPANIES,END_USER_COMPANIES,FULL_ADDRESS,ZIP_CODE,COUNTY_FIPS_CODE,COUNTY_NAME,CITY_NAME,PLACE_FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_CODE,COUNTRY_NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,SITE_ACREAGE,TOT_FACILITY_SPACE_SQFT,TOT_DATACENTER_SPACE_SQFT,PROV_PUB_TOT_POWER_CAPACITY_MW,ATERIO_EST_TOT_POWER_CAPACITY_MW,ATERIO_EST_TOT_POWER_CAPACITY_MW_LOWER,ATERIO_EST_TOT_POWER_CAPACITY_MW_UPPER,SELECTED_POWER_CAPACITY_MW,AVG_MARKET_POWER_COST,YEARLY_PUE,TOT_NUM_GENERATORS,DATA_CENTER_ANNOUNCED_DATE,DATA_CENTER_CANCELLED_DATE,DATA_CENTER_PROJECT_WITHDRAWN_DATE,DATA_CENTER_CONSTRUCTION_START_DATE,LATEST_SATELLITE_PICTURE_DATE,PCT_CONSTRUCTION_STATUS,DATA_CENTER_CONSTRUCTION_FINISHED_DATE,DATA_CENTER_ACTIVATION_DATE,ESTIMATED_ACTIVE_DATE_BY,ATERIO_ELECTRICAL_UTILITY_UID,UTILITY_NAME,UTILITY_CODE,UTILITY_PUBLIC_PRIVATE,UTILITY_TICKER_NAME,UTILITY_BLOOMBERG_TICKER_NAME,UTILITY_EXCHANGE_PROVIDER_TICKER_NAME,ATERIO_BAL_AUTH_UID,BAL_AUTH_ABBR,BAL_AUTH_NAME,ATERIO_BAL_AUTH_SUBREGION_UID,BAL_AUTH_SUBREGION_CODE,BAL_AUTH_SUBREGION_NAME,DATASHEET_URL,MAP_URL,PROJECT_PERMIT_URL,CAPEX_URL,PROJECT_EXECUTION_LIKELIHOOD,NOTES,RECORD_CREATED_DATE,RECORD_UPDATED_DATE,UPDATED_AT
b9afad5a-2616-4d4a-a73b-6ee854a8eaf6,AI Data Center (Rayville) Building 3,88a54779-fac4-47fc-bcc5-9b95d690df4b,"Hyperion, Meta Campus",Construction,Y,Y,10000000000.0,50108cec-45df-413d-8cb6-2deb11e0ebfe,Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,Entergy,Blue Owl Capital,Facebook,"H R Gin Rd, Rayville, LA, USA",71269,22083,Richland Parish,Rayville,63680.0,LA,Louisiana,US,United States,32.50881,-91.63648,2250.0,445000.0,445000.0,222.0,222.0,216.18,227.98,222.0,,,,2024-11-19,,,2025-02-25,2026-02-12,0.2,,2027-06-30,Aterio,0d9443b3-9729-4842-b54e-30d99a82c457,Entergy Louisiana LLC,11241.0,Private (Subsidiary of Entergy Corp),ETR,ETR:US,NYSE:ETR,cead66ff-8552-43d5-b723-aeedd7318b2b,MISO,"Midcontinent Independent Transmission System Operator, Inc.",af578d20-93d7-483b-a595-c31587043ac7,8910,"Zones 8, 9 and 10 - MISO","https://www.shreveporttimes.com/story/news/2024/11/19/facebook-parent-meta-plans-five-billion-artificial-data-center-in-louisiana/76435152007/,https://cdn.misoenergy.org/20250806%20MTEP25%20Projects%20near%20the%20MISO-SPP%20Seam711651.pdf,https://about.fb.com/news/2025/10/meta-blue-owl-capital-develop-hyperion-data-center/",https://maps.app.goo.gl/4tcPYW9qkoisYANB7,https://cdn.misoenergy.org/20250806%20MTEP25%20Projects%20near%20the%20MISO-SPP%20Seam711651.pdf,,High,"[2024-12-19 JR] Construction Status: No Construction; Expected Activation Date By: Aterio; Additional Info: Construction Start Date By Louisiana Governor
[2025-01-14 JR] Additional Info: AI Purpose Data Center 
[2025-02-06 JR] Power Source: Natural Gas; Additional Info: Entergy to build a plant with 2.2 GW Capacity for Metas Campus
[2025-04-09 JR] Construction: Land is being graded in preparation for vertical construction.
[2025-10-24 JR] Construction: Foundation activity visible, no vertical construction yet.
[2026-01-20 JR] Construction: Concrete slabs being poured, no vertical construction visible.
[2026-03-06 AV] Construction: Initial steel framing rising visible in the southern part of the building.  Additional Info: Activation date updated from 2027-01-30 to Q2 2027.
[2026-03-27 AV] Additional Info: Meta made a new agreement with Entergy for 7 additional gas plants with a combined capacity of 5.2 GW, this brings the total number of plants to 10 and the capacity to almost 7.5 GW. ",2024-12-05,2026-03-27,2026-04-01
d3c419d4-d84c-4f17-a11c-e23e16cf3d29,Kuna Data Center Building 2,0248fb79-6a91-4341-9d08-c283d9b1b109,Kuna Data Center,Construction,Y,,,50108cec-45df-413d-8cb6-2deb11e0ebfe,Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,,,,"W King Rd, Kuna, ID, USA",83634,16001,Ada County,Kuna,44290.0,ID,Idaho,US,United States,43.464,-116.268,,480000.0,480000.0,,100.0,96.1,104.0,100.0,,,,2022-01-01,,,2022-05-01,2026-03-08,0.95,,2026-09-30,Aterio,7a12067c-b60f-4b2c-a745-5fff7daa6555,Idaho Power Co,9191.0,Public (Subsidiary of IDACORP Inc),IDA,IDA:US,NYSE: IDA,9ba5d94e-6b96-432a-9928-22e91b39d965,IPCO,Idaho Power Company,,,,"https://www.facebook.com/KunaDataCenter, https://www.kivitv.com/kuna/meta-making-progress-on-massive-new-data-center-in-kuna",https://maps.app.goo.gl/cpbbpGVc5CcNHdRE7,,,High,"[2024-12-19 JR] Latest Satellite: 2024-02-10; Construction Status: Site Preparation; Estimated Active Date By: Meta
[2025-01-10 JR] Latest Satellite: 2024-02-10; Construction Status: Construction 80%; Additional Info: Construction Status update by Meta Spokeperson and media posts
[2025-01-24] PPA: 325 MW from rPlus Energies; Power Source: Solar
[2025-04-09 JR] Construction: Vertical construction is complete. Project progress appears delayed due to changes in external equipment installation.
[2025-10-02 JR] Additional Info: Activation date updated from 2025-08-30, Meta in their media confirmed site still under construction, likely close to commissioning phase.
[2025-11-05 DP] Construction: Facility roof complete; extensive rows of cooling units and generators installed along perimeter; site paving and exterior infrastructure largely finished. Suggesting the building is in commissioning stage.
[2026-01-21 DS] Construction: Core building complete, equipment fully installed. No parking lot activity, suggesting the building is still in commissioning phase; Additional Info: Correction on project stage. Updated estimated activation date from 2025-11-30.
[2026-02-25 AV] Construction: Building structure and equipment fully installed; final site work and testing underway. Additional Info: Estimated power capacity updated based on cooling capacity and equipment analysis. Activation date updated from 2026-03-31 (given by Provider) to Q3 2026.",2024-07-01,2026-03-11,2026-04-01
ea91d90c-f5ce-4c56-afca-9cb64b69ba43,Los Lunas Data Center Building 2,650d35dd-591c-4979-aecd-e9d67ba53ef4,"Los Lunas, Meta Campus",Active,,,,50108cec-45df-413d-8cb6-2deb11e0ebfe,Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,,,,"4250 Messenger Loop, Los Lunas, NM, USA",87031,35061,Valencia County,Los Lunas,43370.0,NM,New Mexico,US,United States,34.83048,-106.78295,750.0,280000.0,455000.0,,40.0,38.55,41.49,40.0,,1.08,18.0,2016-09-14,,,2017-04-15,,,,2018-10-15,,8ebfb604-c065-4c42-81a3-3f6e98e12356,Public Service Co of NM,15473.0,Public (Corporation),TXNM,TXNM:US,NYSE:TXNM,8b8adff7-dba5-4981-8dd4-ece428e8e492,PNM,Public Service Company of New Mexico,,,,"https://engineering.fb.com/2016/09/14/data-center-engineering/facebook-in-los-lunas-our-newest-data-center,https://datacenters.atmeta.com/wp-content/uploads/2025/01/Metas-Los-Lunas-Data-Center.pdf,https://www.pase.com/projects/meta-data-center-at-new-mexico-2/",https://maps.app.goo.gl/diTnZPr9TegHnMeo7,,,,"[2025-01-10 JR] PPA: 215 MW from PNM Resources; Power Source: Wind; PPA: 540 MW from PNM Resources; Power Source: Solar; PPA: 20 MW from Array Technologies; Power Source: Solar; Additional Info: Data center sqft estimation increased based on provider data to 455000
[2025-01-23 JR] PPA: 110 from Invenergy; Power Source: Solar
[2025-02-28 JR] Additional Info: PUE is the average for Operational Data Center as of 2023",2024-07-01,2026-03-13,2026-04-01
8bef236f-0dde-43ee-9eba-5e78bd980fc0,Mesa Data Center Building 5,d949d176-2988-474a-a8ed-d4b604b025dd,"Mesa, Meta Campus",Active,,,,50108cec-45df-413d-8cb6-2deb11e0ebfe,Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,,,,"3841 S Ellsworth Rd, Mesa Arizona, USA",85212,4013,Maricopa County,Mesa,46000.0,AZ,Arizona,US,United States,33.34717,-111.62618,396.0,295500.0,485000.0,,139.58,135.92,143.34,139.58,,,,2021-08-01,,,2023-06-01,,,,2024-10-30,,5f1c3274-a117-4201-b548-6a9e4b37f693,Salt River Project,16572.0,Private,,,,4f4fe9e0-cb99-459e-9c12-6621c6e60461,SRP,Salt River Project,,,,"- https://www.facebook.com/MetaMesaDataCenter/
- https://www.bizjournals.com/phoenix/news/2025/01/30/meta-mesa-data-center-open-more-under-construction.html",https://maps.app.goo.gl/WJTeBpmNLc3kV64o9,,,,"[2025-01-09 JR] PPA: 250 MW from SRP; PPA: 300 MW from Orsted; Power Source: Solar; Additional Info: Data center sqft estimation increased based on provider data to 485000, Stage Updated to Active",2024-09-20,2026-03-20,2026-04-01
9efb5e76-b321-4bef-9f17-81c45c2f2718,Montgomery Data Center Building 2,b1212b3b-dbf1-4270-85db-44dc74720318,Montgomery Data Center,Construction,Y,,1500000000.0,50108cec-45df-413d-8cb6-2deb11e0ebfe,Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,,,,"6399-6201 Red Cedar Dr, Montgomery, AL, USA",36108,1101,Montgomery County,Montgomery,51000.0,AL,Alabama,US,United States,32.270893,-86.32779,1500.0,357500.0,357500.0,,45.56,44.36,46.78,45.56,,,,,,,2024-04-13,2026-01-13,0.85,,2026-09-30,Provider,72e94fed-c3a6-44dd-a382-e4796c46cfec,Alabama Power Co,195.0,Private,,,,fc5d245b-5d3e-4004-b00a-666a73bde91d,SOCO,"Southern Company Services, Inc. - Trans",,,,"- https://governor.alabama.gov/newsroom/2024/05/governor-ivey-announces-meta-plans-to-build-800-million-next-generation-data-center-in-montgomery/
- https://www.alabamapower.com/news/innovation/from-anonymity-to-montgomery-whitewater-winning-the-800-million-meta-data-center-took-alabama-teamwork.html
- https://datacenters.atmeta.com/2025/09/montgomery-were-growing/",https://maps.app.goo.gl/jEKq1uLqa8X1AyF18,,,High,"[2024-12-19 JR] Latest Satellite: [N/A]; Construction Status: Site Preparation; Expected Activation Date By: Meta; Additional Info: Possible Location
[2025-05-15 JR] Construction: Site clearing underway in preparation for grading.
[2025-09-23 DS] Construction: Roof installation completed; Additional Info: Total footage (1.3m sqft) and project cost ($1.5b) updated based on the additional 2 buildings added to the campus.
[2026-01-15 JR] Construction: Building shell and roof are complete. Cooling and mechanical equipment installation is advanced, with residual site and infrastructure work ongoing.
[2026-01-21 FC] Additional Info: Meta reports that at full operation, Montgomery campus will be ready for AI workloads. Updating AI Flag to Y.
[2026-02-04 AV] Additional Info: Meta is securing clean energy from the Stockton I and II solar projects to match the electricity needs of the Montgomery data center. Together the projects have a capacity of 260 MW.",2024-07-01,2026-02-04,2026-04-01
0380747b-7f2c-447b-8462-a445c5f5f916,R3-DATACENTER BUILDING 2,2d8dce30-7d27-11f0-ba1f-018bbf12f9cd,Project Domino,Construction,Y,,10000000000.0,50108cec-45df-413d-8cb6-2deb11e0ebfe,Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,Turner Construction Company,,,"1998-1004 N 400 W, Lebanon, IN 46052, USA",46052,18011,Boone County,Lebanon,42624.0,IN,Indiana,US,United States,40.06563,-86.54301,1500.0,361119.0,361119.0,110.0,45.56,44.36,46.78,110.0,,,,2024-11-27,,,2025-10-15,2026-02-25,0.05,,2027-12-01,Aterio,cc3d6591-fc18-4ac1-bd0e-69d68f3b71e8,Boone County Rural EMC,24753.0,,,,,cead66ff-8552-43d5-b723-aeedd7318b2b,MISO,"Midcontinent Independent Transmission System Operator, Inc.",db5c3610-9541-4fce-8b84-9ebdae7451f4,6,Zone 6 - MISO,"https://lebanon.in.gov/event/plan-commission-meeting-13-8,https://iedc.in.gov/events/news/details/2026/02/11/gov.-braun-breaks-ground-on-10b-meta-data-center-campus-at-leap-district,https://dailyjournal.net/2026/02/12/meta-begins-construction-on-10b-data-center-campus-at-leap-district-in-lebanon/",https://maps.app.goo.gl/rMAgidWEznzmGxiF8,https://lebanon.in.gov/wp-content/uploads/2025/01/25-08-06_Project-Domino-Development-Plans.pdf,,High,"[2025-08-19 JR] Additional Info: Record updated based on recent filling
[2025-11-27 JR] Construction: Site Clearing visible in the substation planned; Additional Info: Stage udpated to Construction.
[2026-03-04 JH] Additional Info: Project investment updated from $4.8B to $10B+ per official groundbreaking announcement by Gov. Braun.
[2026-03-09 AV] Additional Info: The number of buildings was updated from 13 to 11, as recent information indicates the other two will be used for logistics and administration. Additionally, the capacity per building was updated to get closer to the 1 GW announced by Meta.",2025-08-19,2026-03-20,2026-04-01
3faeede2-4f05-4733-ad81-f851382b26af,AI-NETWORK BUILDING,2d8dce30-7d27-11f0-ba1f-018bbf12f9cd,Project Domino,Announcement,Y,,10000000000.0,50108cec-45df-413d-8cb6-2deb11e0ebfe,Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,Turner Construction Company,,,"1998-1004 N 400 W, Lebanon, IN 46052, USA",46052,18011,Boone County,Lebanon,42624.0,IN,Indiana,US,United States,40.05928,-86.53532,1500.0,336409.0,336409.0,100.0,45.56,44.36,46.78,100.0,,,,2024-11-27,,,,2026-02-25,0.0,,2027-09-01,Aterio,cc3d6591-fc18-4ac1-bd0e-69d68f3b71e8,Boone County Rural EMC,24753.0,,,,,cead66ff-8552-43d5-b723-aeedd7318b2b,MISO,"Midcontinent Independent Transmission System Operator, Inc.",db5c3610-9541-4fce-8b84-9ebdae7451f4,6,Zone 6 - MISO,"https://lebanon.in.gov/event/plan-commission-meeting-13-8,https://iedc.in.gov/events/news/details/2026/02/11/gov.-braun-breaks-ground-on-10b-meta-data-center-campus-at-leap-district,https://dailyjournal.net/2026/02/12/meta-begins-construction-on-10b-data-center-campus-at-leap-district-in-lebanon/",https://maps.app.goo.gl/rMAgidWEznzmGxiF8,https://lebanon.in.gov/wp-content/uploads/2025/01/25-08-06_Project-Domino-Development-Plans.pdf,,High,"[2025-08-19 JR] Additional Info: Record updated based on recent filling
[2026-03-04 JH] Additional Info: Project investment updated from $4.8B to $10B+ per official groundbreaking announcement by Gov. Braun-
[2026-03-09 AV] Additional Info: The number of buildings was updated from 13 to 11, as recent information indicates the other two will be used for logistics and administration. Additionally, the capacity per building was updated to get closer to the 1 GW announced by Meta.",2025-08-19,2026-03-20,2026-04-01
505848df-e2cb-4b0f-a054-cca444b61ac2,Sarpy Nebraska Data Center Building 3,88563df4-4ecf-458a-b097-ac89aac8a33d,"Sarpy Nebraska, Meta Campus",Active,,,,50108cec-45df-413d-8cb6-2deb11e0ebfe,Facebook,https://www.datacenters.atmeta.com,Public,META,META:US,NASDAQ:META,,,,,"14734 Friend Plz, Springfield, NE",68059,31153,Sarpy County,Springfield,46520.0,NE,Nebraska,US,United States,41.122612,-96.14469,,279200.0,450000.0,,40.0,38.55,41.49,40.0,,1.08,18.0,2017-04-04,,,2017-10-30,,,2019-09-17,2019-10-30,,93d04ca0-ebc5-49fe-a685-fde9e8dab2c6,Nebraska Public Power District,13337.0,Public (State-Owned),,,,6b0bfc20-3ceb-4b9b-a50c-902a490a7db9,SPP,Southwest Power Pool,6664f07a-cb83-44d0-a3ad-507b1c69b48b,OPPD,Omaha Public Power District - SWPP,https://datacenters.atmeta.com/us-locations/,https://maps.app.goo.gl/T7baTNM52uTd5nQa7,,,,"[2025-01-09 JR] PPA: 320 MW from Wind Farm with Enel; Additional Info: Data center sqft estimation increased based on provider data to 450000
[2025-02-28 JR] Additional Info: PUE is the average for Operational Data Center as of 2023.
[2026-03-25 AV] Additional Info: Capacity updated based on research, this represents the IT capacity.",2024-07-01,2026-03-25,2026-04-01
7780a1ad-7fc1-4115-8c3a-5662bb62bbe6,Allentown Data Center,,,Active,,,,e0b66ba0-fce9-4fae-b77c-50866746cc1b,Flexential,https://www.flexential.com,Private,,,,,,,,"744 Roble Rd, Allentown, PA, USA",18109,42077,Lehigh County,Allentown,2000.0,PA,Pennsylvania,US,United States,40.63583,-75.45758,,146800.0,146800.0,0.849,9.58,9.14,10.05,0.849,7.14,,,,,,,,,,2008-11-30,,c2889ee1-ba44-47b9-a225-067d86bde141,PPL Electric Utilities Corp,14715.0,Public,PPL,PPL:US,NYSE:PPL,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",f1aefb2f-978e-4766-aab5-9efbaed754e9,ME,Metropolitan Edison zone - PJM,https://www.flexential.com/data-centers/pa/allentown/data-center,https://maps.app.goo.gl/6HTb8t5FaH4pCU7F7,,,,,2024-07-01,2026-03-20,2026-04-01
0597f549-d0ba-4540-983e-e85dcc80f7c3,Philadelphia - Collegeville Data Center,,,Active,,,,e0b66ba0-fce9-4fae-b77c-50866746cc1b,Flexential,https://www.flexential.com,Private,,,,,,,,"101 Troutman Road, Collegeville, PA, USA",19426,42091,Montgomery County,Collegeville,15192.0,PA,Pennsylvania,US,United States,40.15192,-75.476906,,203703.0,203703.0,7.0,11.67,11.13,12.24,7.0,7.14,,8.0,,,,,,,,2009-08-30,,52a226db-b188-418c-89dc-e9ec5727be9c,PECO Energy Co,14940.0,Public,EXC,EXC:US,NASDAQ:EXC,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",f1aefb2f-978e-4766-aab5-9efbaed754e9,ME,Metropolitan Edison zone - PJM,https://www.flexential.com/data-centers/pa/philadelphia/collegeville-data-center,https://maps.app.goo.gl/73iY1icChmZLvXFH7,,,,,2024-07-01,2026-03-20,2026-04-01
1fc05c7f-15fd-48e2-afdf-bbd90a68d012,Remington - Building 1,cd3622cb-40c7-47a3-9a7d-e84bbefcf192,"Remington, Gigaland Campus",Not Approved/Withdrawn,,,,6aa897e3-cb78-407e-946c-e1ce7f2441f8,Gigaland,https://www.gigaland.me/,Private,,,,,,,,"12283 Lucky Hill Rd, Remington, VA, USA",22734,51061,Fauquier County,Remington,66512.0,VA,Virginia,US,United States,38.534527,-77.77735,202.0,314285.0,314285.0,85.0,59.15,56.4,62.02,85.0,,,,2024-02-09,,2025-08-25,,,,,2032-03-01,Aterio,5b0c2f7d-42e6-4e89-997c-39d2e368e019,Virginia Electric & Power Co,19876.0,Public,D,D:US,NYSE:D,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",469a7dc0-fc5e-4f8e-8184-301f28134241,DOM,Dominion Virginia Power zone - PJM,"https://www.pecva.org/region/fauquier/update-on-data-center-development-and-transmission-lines-in-fauquier/,https://www.fauquiernow.com/news/gigaland-developers-withdraw-remington-data-center-application-new-filing-anticipated/article_ea7c2fd1-97a0-416f-9a1b-4e68e72cc496.html",https://maps.app.goo.gl/3ZXbSbEvebzVd1cG9,,,Low,"[2025-07-29 JR] Additional Info: On June 18, Fauquier County Planning Commission voted 4-1 to recommend denial of the â€œGigalandâ€ data center campus.
[2025-09-1 DP] Additional Info: Developers withdrew the plan for the project.",2024-12-02,2026-03-20,2026-04-01
18e7b08c-5166-4dca-8727-9fc07ddc8557,Council Bluffs Data Center N Lake Manawa,,,Active,,,,3c3ce532-741d-4a40-85c3-729d717d3dc1,Google,https://www.google.com/about/datacenters/locations/,Public,GOOG,GOOG:US,NASDAQ:GOOG,,,,,"1430 Veterans Memorial Hwy, Council Bluffs, IA, US",51501,19155,Pottawattamie County,Council Bluffs,16860.0,IA,Iowa,US,United States,41.22159,-95.863846,,230150.0,230150.0,,47.29,46.05,48.57,47.29,,1.07,,,,,2007-06-01,,,,2009-01-30,,d2db9308-fed1-4c79-997e-4042e507ae54,MidAmerican Energy Co,12341.0,Private,,,,cead66ff-8552-43d5-b723-aeedd7318b2b,MISO,"Midcontinent Independent Transmission System Operator, Inc.",9219d51e-40e9-48fc-8e60-2853a2960fc5,35,Zones 3 and 5 - MISO,https://www.google.com/about/datacenters/locations/council-bluffs/,https://maps.app.goo.gl/sBjQufiNemiJJkpo9,,,,"[2024-12-19 JR] Additional Info: Area Estimated by Aterio
[2025-01-20 JR] PPA: 407 from MidAmerican Energy;  Power Source: Wind",2024-07-01,2026-03-20,2026-04-01
9163dd61-b2e3-4ed7-a66e-e8938e4ad7cd,Eagle Mountain Data Center ,,,Land Bank,,,,3c3ce532-741d-4a40-85c3-729d717d3dc1,Google,https://www.google.com/about/datacenters/locations/,Public,GOOG,GOOG:US,NASDAQ:GOOG,,,,,"N Pony Express Pkwy, Eagle Mountain, UT, USA",84005,49049,Utah County,Eagle Mountain,20810.0,UT,Utah,US,United States,40.2701,-112.00546,300.0,,,,42.12,41.01,43.25,42.12,,,,,,,,2026-01-26,0.0,2027-05-30,2027-06-30,,962ac37f-49c9-4165-9823-c50dc8d9bd58,PacifiCorp,14354.0,Private,,,,8fb9e0a0-9b83-4fa0-b447-b9fc5a4c2e33,PACW,PacifiCorp - West,,,,"https://www.ksl.com/article/50855355/colorado-based-company-acquires-land-for-another-data-center-in-eagle-mountain,https://www.deseret.com/utah/2021/10/4/22709130/google-joins-facebook-in-eagle-mountain-utah-data-center-facebook/",https://maps.app.goo.gl/FJ1r5Fc2KxgAT47x7,,,High,[2026-01-29 JR] Additional Info: Stage updated to Landbank. No fillings yet to develop the campus.,2024-12-04,2026-03-20,2026-04-01
ba5e9bc9-ef10-4939-a062-f10c3b5333db,Berkeley County Data Center Building 7,47c5ee40-3a77-4cbe-aace-8b74491ba863,"Berkeley County, Google Campus",Active,,,,3c3ce532-741d-4a40-85c3-729d717d3dc1,Google,https://www.google.com/about/datacenters/locations/,Public,GOOG,GOOG:US,NASDAQ:GOOG,,,,,"1669 Garrott Ave, Moncks Corner, SC ",29461,45015,Berkeley County,Moncks Corner,47275.0,SC,South Carolina,US,United States,33.061966,-80.044106,143.0,340200.0,340200.0,,42.12,41.01,43.25,42.12,,1.1,,,,,2013-02-28,,,,2014-05-30,,c3dff798-1d4a-4d41-8fd9-626c43619c66,Berkeley Electric Coop Inc,1613.0,Private,,,,3d5660cd-3e20-4afb-9d8a-d36c37e42f4d,SC,South Carolina Public Service Authority,,,,https://www.google.com/about/datacenters/locations/berkeley-county/,https://maps.app.goo.gl/v2EghuCmgN8E6npZ7,,,,[2024-12-19 JR] Additional Info: Area Estimated by Aterio,2024-07-01,2025-12-09,2026-04-01
6d3b7a12-c584-42e1-92e3-86fe3ef8911a,Berkeley County Data Center Building 3,47c5ee40-3a77-4cbe-aace-8b74491ba863,"Berkeley County, Google Campus",Active,,,,3c3ce532-741d-4a40-85c3-729d717d3dc1,Google,https://www.google.com/about/datacenters/locations/,Public,GOOG,GOOG:US,NASDAQ:GOOG,,,,,"1669 Garrott Ave, Moncks Corner, SC ",29461,45015,Berkeley County,Moncks Corner,47275.0,SC,South Carolina,US,United States,33.06439,-80.04363,143.0,244500.0,244500.0,,90.93,88.54,93.38,90.93,,1.1,36.0,,,,2013-04-30,,,,2014-11-30,,c3dff798-1d4a-4d41-8fd9-626c43619c66,Berkeley Electric Coop Inc,1613.0,Private,,,,3d5660cd-3e20-4afb-9d8a-d36c37e42f4d,SC,South Carolina Public Service Authority,,,,https://www.google.com/about/datacenters/locations/berkeley-county/,https://maps.app.goo.gl/cuWg6znXQtRN6abH6,,,,[2024-12-19 JR] Additional Info: Area Estimated by Aterio,2024-07-01,2025-12-09,2026-04-01
16ba6a89-3bbb-47c3-98ca-c4fc119e3dfa,Project Zodiac Fort Wayne Data Center Building 5,4cb83142-d4eb-4146-b09f-2350a2d60b17,"Fort Wayne, Google Campus",Construction,Y,,2000000000.0,3c3ce532-741d-4a40-85c3-729d717d3dc1,Google,https://www.google.com/about/datacenters/locations/,Public,GOOG,GOOG:US,NASDAQ:GOOG,,,,,"E Tillman Rd & Adams Ctr Rd, 46816 Fort Wayne, Indiana",46816,18003,Allen County,Fort Wayne,25000.0,IN,Indiana,US,United States,41.036747,-85.05294,772.0,285000.0,285000.0,,96.0,93.7,98.36,96.0,,,34.0,2024-01-22,,,2025-09-01,2026-02-26,0.05,,2028-09-30,Aterio,bb57dbed-2ea2-42a0-9a18-5d34071b64a6,Indiana Michigan Power Co,9324.0,Public,AEP,AEP:US,NASDAQ:AEP,35f051b0-f1ce-470d-81d2-ea5c0d197f3a,PJM,"PJM Interconnection, LLC",b1618d6a-8bed-43db-bbf9-70933b83f636,AEP,American Electric Power zone - PJM,"https://www.wane.com/investigations/neighbor-resentment-grows-as-google-builds-new-data-center-site/, https://www.thelocalfw.com/what-to-know-about-googles-plans-for-wetlands-in-fort-wayne/",https://maps.app.goo.gl/P6MJeP4GecGfE4wo6,"https://www.in.gov/idem/files/notice_20250911_iwip_2025-556-2-ejw-iwip.pdf,https://permits.air.idem.in.gov/48739d.pdf, https://permits.air.idem.in.gov/48840d.pdf",,High,"[2024-12-19 JR] Latest Satellite: 2024-05-01; Construction Status: Site Preparation; Estimated Active Date By: Aterio
[2025-09-22 DS] Construction: Site preparation underway; Additional Info: Project confirmed to be 9 buildings instead of initial 12 planned.
[2025-12-17 DP] Construction: No visible changes since october
[2026-01-23 JR] Construction: Land Cleared no grading visible yet; Additional Info: Activation Date updated from 2026-10-30 to Q3 2027.
[2026-03-13 SQ] Construction: No visible changes. Additional Info: Activation date updated from 2027-09-30 to Q3 2028.",2024-10-20,2026-03-20,2026-04-01
5667b0cd-1c5a-49c2-b7bb-c93c146a01c4,Google Red Oak Data Center Building 1,056bd2e0-c3fd-11f0-a8ec-cf6ac188ab5f,Google Alamo Data Center Campus,Active,,,,3c3ce532-741d-4a40-85c3-729d717d3dc1,Google,https://www.google.com/about/datacenters/locations/,Public,GOOG,GOOG:US,NASDAQ:GOOG,,,,,"156 N. Austin Boulevard, Red Oak, Texas",75154,48139,Ellis County,Red Oak,61196.0,TX,Texas,US,United States,32.539196,-96.79301,166.0,285000.0,285000.0,,88.0,85.59,90.48,88.0,,,34.0,2023-08-31,,,2023-11-30,,,2025-06-15,2025-06-30,Aterio,14246342-1edf-4a4e-825c-0bf93f13d201,Oncor Electric Delivery Company LLC,44372.0,,,,,1fc90153-5419-4455-91f9-cee1dda4ed00,ERCOT,"Electric Reliability Council of Texas, Inc.",14cc320b-3a3d-47a9-83a4-e27eff5c1700,NCEN,ERCO - North Central,https://www.dallasnews.com/business/2023/08/31/google-data-center-red-oak-lancaster/,https://maps.app.goo.gl/QqQ86pJw5wXMScNEA,https://www.tceq.texas.gov/assets/public/permitting/air/reports/applications/37459-ac.pdf,,,"[2024-12-19 JR] Latest Satellite: 2024-02-18; Construction Status: Construction 60%; Estimated Active Date By: Aterio
[2025-04-29 JR] Construction: Vertical construction complete. Roof fully installed. Generator and cooling infrastructure visible around the perimeter.
[2025-09-24 DP] Construction: Facility complete with roof, cooling units, and generators fully installed; paved areas and tanks visible; site operational; Additional Info: Status updated to Active",2024-12-04,2026-03-20,2026-04-01
