"Plant.Code","huc_12","YEAR","Plant.Name","County","State","Name.of.Water.Source","coolingType","ModelType","Plant.level_dom_fuel","general_mover","Net.Generation.Year.To.Date","cu_mgd","cu_lower_mgd","cu_upper_mgd","wd_mgd","wd_lower_mgd","wd_upper_mgd"
136,"030801030801",2008,"Seminole","Putnam","FL","River Water","Recirculating Tower","tower","coal","ST",8957990,11.5741517803487,9.49080445988596,13.6574991008115,16.2038124924882,10.6771550173717,27.314998201623
141,"150701020809",2008,"Agua Fria","Maricopa","AZ","Wells","Recirculating Tower","tower","gas","ST",142436,0.312553785953885,0.256294104482186,0.368813467425585,0.437575300335439,0.288330867542459,0.737626934851169
147,"150501001101",2008,"Kyrene","Maricopa","AZ","Municipal Effluent","Recirculating Tower","tower","multi-fuel","multiple",1920148,0.698028373720143,0.572383266450517,0.823673480989769,0.9772397232082,0.643931174756832,1.64734696197954
160,"150502010706",2008,"Apache Station","Cochise","AZ","Wells","Recirculating Tower","tower","multi-fuel","multiple",5506538,4.04426367997873,3.31629621758256,4.7722311423749,5.66196915197022,3.73083324478038,9.5444622847498
165,"110702090702",2008,"GRDA","Mayes","OK","Grand Neosho","Recirculating Tower","tower","coal","ST",7033867,9.61248693630975,7.88223928777399,11.3427345848455,13.4574817108336,8.86751919874574,22.685469169691
167,"111102070403",2008,"Cecil Lynch","Pulaski","AR","Arkansas River","Recirculating Tower","tower","gas","ST",21333,0.0623115642986849,0.0510954827249216,0.0735276458724481,0.0872361900181588,0.0574824180655368,0.147055291744896
169,"111402050202",2008,"Harvey Couch","Lafayette","AR","Wells","Recirculating Tower","tower","gas","ST",24036,0.080633323472216,0.0661193252472171,0.0951473216972149,0.112886652861102,0.0743842409031193,0.19029464339443
170,"080401010806",2008,"Lake Catherine","Hot Spring","AR","Lake Catherine","Once-through fresh","lake","gas","ST",121069,0.170077304546656,0.132660297546392,0.20749431154692,14.4961322243988,6.63101610046077,106.327642247212
201,"111102020401",2008,"Thomas Fitzhugh","Franklin","AR","Arkansas River","Complex","complex","gas","NGCC",35099,0.0286130909674192,0.02094551763952,0.0455310661023422,2.02947540477003,0.0355952614232294,17.506056221423
202,"110100130603",2008,"Carl Bailey","Woodruff","AR","White River","Once-through fresh","river","gas","ST",17527,0.0230528811384824,0.0179812472880162,0.0281245149889485,2.06279359039364,0.941494230155882,15.2469335067579
203,"080401020906",2008,"McClellan","Ouachita","AR","Ouachita River","Once-through fresh","river","gas","ST",202931,0.251423945318591,0.196110677348501,0.306737213288681,22.7520576650472,10.3839796433075,168.230737414714
204,"071300090204",2008,"Clinton Power Station","De Witt","IL","Salt Creek","Once-through fresh","lake","nuclear","ST",8549903,8.6468281841742,6.74452598365588,10.5491303846925,906.512744693967,412.110262041752,6794.58526285805
207,"030801031602",2008,"St Johns River Power Park","Duval","FL","St. Johns River","Recirculating Tower","tower","coal","ST",8782633,11.1505226194568,9.14342854795461,13.1576166909591,15.6107316672396,10.2863571164489,26.3152333819182
210,"110702040101",2008,"Wolf Creek Generating Station","Coffey","KS","Wolf Creek Cooling Lake","Recirculating pond","pond","nuclear","ST",8505886,28.4091844188816,22.1591638467276,34.6592049910355,28.4091844188816,22.1591638467276,34.6592049910355
228,"180400030907",2008,"Contra Costa","Contra Costa","CA","San Joaquin River","Once-through fresh","river","gas","ST",159750,0.148863724154752,0.116113704840706,0.181613743468797,15.3305390101454,6.96964734606038,114.879624910321
246,"180101020605",2008,"Humboldt Bay","Humboldt","CA","Humboldt Bay","Once-through saline","OS","gas","ST",510996,0,0,0,58.2973105402232,26.487727427208,437.718650480739
259,"180600060503",2008,"Dynegy Morro Bay LLC","San Luis Obispo","CA","Morro Bay","Once-through saline","OS","gas","ST",83386,0,0,0,6.37917976803076,2.90285863563113,47.6409748017037
260,"180600150301",2008,"Dynegy Moss Landing Power Plant","Monterey","CA","Moss Landing Harbor","Once-through saline","OS","gas","multiple",6296186,0,0,0,285.764452198273,130.162890939892,2127.2360290386
271,"180500010401",2008,"Pittsburg Power","Contra Costa","CA","Suisun Bay, San Joaquin River","Complex","complex","gas","ST",184703,0.242906022024155,0.193857461307127,0.291954582741182,13.3241947969831,6.09317444702526,98.7021605988345
273,"180500041001",2008,"Potrero Power","San Francisco","CA","San Francisco Bay","Once-through saline","OS","gas","ST",530490,0,0,0,48.4734085462476,22.0434423425124,362.843334805463
298,"120701030306",2008,"Limestone","Limestone","TX","Lake Limestone","Recirculating Tower","tower","coal","ST",13896060,18.8542180356583,15.4604587892398,22.2479772820768,26.3959052499217,17.3930161378948,44.4959545641536
302,"180703030504",2008,"Encina","San Diego","CA","Pacific Ocean","Once-through saline","OS","gas","ST",995922,0,0,0,111.740708182913,50.952767345469,828.554467270805
310,"180703041202",2008,"Dynegy South Bay Power Plant","San Diego","CA","San Diego Bay","Once-through saline","OS","gas","ST",1016811,0,0,0,109.80086184223,50.0401959736517,815.749060904344
315,"180701060702",2008,"AES Alamitos LLC","Los Angeles","CA","Los Cerritos Channel","Once-through saline","OS","gas","ST",2534359,0,0,0,233.645923274022,106.618518899186,1728.11458390788
329,"180902081402",2008,"Coolwater","San Bernardino","CA","Wells","Recirculating Tower","tower","gas","multiple",572250,0.781586902582401,0.640901260117569,0.922272545047234,1.09422166361536,0.721013917632265,1.84454509009447
330,"180701040500",2008,"El Segundo Power","Los Angeles","CA","Pacific Ocean","Once-through saline","OS","gas","ST",507761,0,0,0,47.8505786426819,21.8210038302057,354.719118576599
331,"180702030804",2008,"Etiwanda Generating Station","San Bernardino","CA","Wells & Reclaim Water","Recirculating Tower","tower","gas","ST",849828,1.51240383915304,1.24017114810549,1.78463653020058,2.11736537481425,1.39519254161868,3.56927306040117
335,"180702010002",2008,"AES Huntington Beach LLC","Orange","CA","Sea Water","Once-through saline","OS","gas","ST",1536049,0,0,0,142.96295678039,65.1923832732142,1059.93485594577
345,"180701030202",2008,"Mandalay","Ventura","CA","Pacific Ocean Via Channel","Once-through saline","OS","gas","ST",597768,0,0,0,49.5579281075408,22.5612998064166,369.573654864359
350,"180701030201",2008,"Ormond Beach","Ventura","CA","Pacific Ocean","Once-through saline","OS","gas","ST",783061,0,0,0,69.1820023965345,31.5365579402312,513.535348184261
356,"180701040500",2008,"AES Redondo Beach LLC","Los Angeles","CA","Pacific Ocean","Once-through saline","OS","gas","ST",316638,0,0,0,33.074101202409,15.0819954620052,245.211688107393
358,"180702030507",2008,"Mountainview Power LLC","San Bernardino","CA","Wells and Reclaimed Water","Recirculating Tower","tower","gas","NGCC",6691295,4.20965488897075,3.45191700895601,4.96739276898548,5.89351684455904,3.88340663507551,9.93478553797096
371,"170200160601",2008,"Columbia Generating Station","Benton","WA","Columbia River","Recirculating Tower","tower","nuclear","ST",9269639,14.3113458652128,11.7353036094745,16.8873881209511,20.035884211298,13.2022165606588,33.7747762419023
377,"180701050208",2008,"Grayson","Los Angeles","CA","Reclaimed Sewage Water","Recirculating Tower","tower","gas","multiple",177043,0.355090984564804,0.291174607343139,0.419007361786469,0.497127378390725,0.327571433261032,0.838014723572937
384,"071200040905",2008,"Joliet 29","Will","IL","Desplaines River","Complex","complex","coal","ST",5689835,4.76414457723248,2.98141456476922,8.2148300785701,337.606866221123,6.42218707413637,3630.92043926585
389,"181002040801",2008,"El Centro","Imperial","CA","Canal Filtered","Recirculating Tower","tower","gas","multiple",508470,0.807733780289619,0.662341699837488,0.953125860741751,1.13082729240547,0.745134412317174,1.9062517214835
399,"180701060701",2008,"Harbor","Los Angeles","CA","Pacific Ocean","Once-through saline","OS","gas","NGCC",200234,0,0,0,14.2997821752608,6.52196397937353,105.955801549494
400,"180701060702",2008,"Haynes","Los Angeles","CA","Pacific Ocean","Once-through saline","OS","gas","multiple",4832876,0,0,0,177.686177830014,80.9853427313511,1319.71126721353
404,"180701040500",2008,"Scattergood","Los Angeles","CA","Pacific Ocean","Once-through saline","OS","gas","ST",1301624,0,0,0,133.910232393033,61.0408859776142,994.123475198894
408,"180701050208",2008,"Valley","Los Angeles","CA","Municipality","Recirculating Tower","tower","gas","NGCC",2547580,1.50809076810398,1.23663442984526,1.77954710636269,2.11132707534556,1.39121373357592,3.55909421272538
420,"180701050303",2008,"Broadway","Los Angeles","CA","Municipality","Recirculating Tower","tower","gas","ST",89964,0.166684665457732,0.13668142567534,0.196687905240123,0.233358531640824,0.153766603884757,0.393375810480247
460,"110200020905",2008,"Pueblo","Pueblo","CO","Arkansas River","Complex","complex","gas","ST",1065,0.0213156237677596,0,0.0260050609966667,0.0213156237677596,0,0.0260050609966667
462,"110200020401",2008,"W N Clark","Fremont","CO","Arkansas River","Recirculating Tower","tower","coal","ST",266883,0.48536605684831,0.398000166615614,0.572731947081006,0.679512479587634,0.447750187442566,1.14546389416201
465,"101900020904",2008,"Arapahoe","Denver","CO","South Platte River","Recirculating Tower","tower","coal","ST",883300,1.50128229602587,1.23105148274121,1.77151310931053,2.10179521443622,1.38493291808387,3.54302621862106
468,"140100051412",2008,"Cameo","Mesa","CO","Colorado River","Once-through fresh","river","coal","ST",405098,0.453097338217591,0.353415923809721,0.552778752625461,53.3701999317794,24.1761067550642,405.045221171077
469,"101900030304",2008,"Cherokee","Adams","CO","South Platte River","Recirculating Tower","tower","coal","ST",4535016,6.11903723440904,5.01761053221541,7.22046393660266,8.56665212817265,5.64481184874234,14.4409278732053
470,"110200021201",2008,"Comanche","Pueblo","CO","Arkansas River","Recirculating Tower","tower","coal","ST",4380109,5.62293307032655,4.61080511766777,6.63506102298533,7.87210629845718,5.18715575737625,13.2701220459707
477,"101900050504",2008,"Valmont","Boulder","CO","Boulder Creek","Recirculating pond","pond","coal","ST",1185211,3.2856556794187,2.56281142994658,4.00849992889081,3.2856556794187,2.56281142994658,4.00849992889081
478,"101900020904",2008,"Zuni","Denver","CO","South Platte River","Recirculating Tower","tower","gas","ST",2387,0,0,0,0,0,0
492,"110200030303",2008,"Martin Drake","El Paso","CO","Municipality","Recirculating Tower","tower","coal","ST",1757109,2.46722409858866,2.0231237608427,2.91132443633462,3.45411373802413,2.27601423094804,5.82264887266924
493,"110200030107",2008,"George Birdsall","El Paso","CO","Municipality","Recirculating Tower","tower","gas","ST",9292,0.0229481255683971,0.0188174629660856,0.0270787881707086,0.032127375795756,0.0211696458368463,0.0541575763414172
525,"140500011104",2008,"Hayden","Routt","CO","Yampa River","Recirculating Tower","tower","coal","ST",3422371,4.55168183016249,3.73237910073324,5.37098455959174,6.37235456222749,4.1989264883249,10.7419691191835
527,"140300030703",2008,"Nucla","Montrose","CO","San Miguel River","Recirculating Tower","tower","coal","ST",692779,1.14970765341128,0.942760275797246,1.35665503102531,1.60959071477579,1.0606053102719,2.71331006205061
533,"031403010405",2008,"McWilliams","Covington","AL","Conecuh River","Recirculating Tower","tower","gas","NGCC",1114766,0.807586356378709,0.662220812230541,0.952951900526876,1.13062089893019,0.744998413759359,1.90590380105375
546,"011000030203",2008,"Montville Station","New London","CT","Thames River","Once-through saline","OS","multi-fuel","ST",38774,0,0,0,4.02465318407696,1.8321777271107,30.0213242634912
548,"011000060202",2008,"NRG Norwalk Harbor","Fairfield","CT","Long Island Sound","Once-through saline","OS","oil","ST",222988,0,0,0,23.4527995943576,10.6698251042114,175.319968385138
550,"170200011304",2008,"Kettle Falls Generating Station","Stevens","WA","Wells","Recirculating Tower","tower","biomass","ST",200918,0.252644731751584,0.207168680036299,0.298120783466869,0.353702624452217,0.233064765040836,0.596241566933737
562,"010802050702",2008,"Middletown","Middlesex","CT","Connecticut River","Complex","complex","multi-fuel","ST",158462,0.179993471769668,0.143466153625921,0.216520789913414,11.5708673095721,5.27496234018342,86.5214582658636
564,"030801011003",2008,"Stanton Energy Center","Orange","FL","Eastern Water Reclaimation Fac","Recirculating Tower","tower","coal","ST",5859897,7.86350313244179,6.44807256860227,9.27893369628131,11.0089043854185,7.25408163967755,18.5578673925626
566,"011000030305",2008,"Millstone","New London","CT","Long Island Sound","Once-through saline","OS","nuclear","ST",15432946,0,0,0,1643.48076198198,747.409283516925,12302.0228122893
568,"011000060303",2008,"Bridgeport Station","Fairfield","CT","Bridgeport Harbor","Once-through saline","OS","coal","ST",2885252,0,0,0,230.095920782932,104.672867430617,1720.61485608888
589,"043001030704",2008,"J C McNeil","Chittenden","VT","Wells","Recirculating Tower","tower","biomass","ST",252200,0.385414348880388,0.316039766081918,0.454788931678858,0.539580088432544,0.355544736842158,0.909577863357717
593,"020402050602",2008,"Edge Moor","New Castle","DE","Delaware River","Once-through saline","OS","coal","ST",1477883,0,0,0,130.267642549683,59.0071451512429,988.775219091137
594,"020403030206",2008,"Indian River Generating Station","Sussex","DE","Indian River","Recirculating Tower","tower","coal","ST",2318613,3.16037880571679,2.59151062068776,3.72924699074581,4.4245303280035,2.91544944827373,7.45849398149161
599,"020402070301",2008,"McKee Run","Kent","DE","Municipality","Recirculating Tower","tower","multi-fuel","ST",18090,0.0421203011441004,0.0345386469381623,0.0497019553500385,0.0589684216017406,0.0388559778054326,0.099403910700077
602,"020600031204",2008,"Brandon Shores","Anne Arundel","MD","Patapsco River","Recirculating Tower","tower","coal","ST",7874309,10.2930903068281,8.44033405159903,12.1458465620571,14.4103264295593,9.4953758080489,24.2916931241143
603,"020700100204",2008,"Benning","District of Columbia","DC","Anacostia River","Recirculating Tower","tower","oil","ST",62804,0.114033678633691,0.0935076164796264,0.134559740787755,0.159647150087167,0.10519606853958,0.26911948157551
609,"030802020202",2008,"Cape Canaveral","Brevard","FL","Indian River","Once-through saline","OS","multi-fuel","ST",1234019,0,0,0,119.660295797119,54.7370653782372,877.672094864404
610,"030902061701",2008,"Cutler","Miami-Dade","FL","Biscayne Bay","Once-through saline","OS","gas","ST",28383,0,0,0,4.42126659357741,2.02491837085987,32.2938478537592
612,"030902050605",2008,"Fort Myers","Lee","FL","Caloosahatchee River","Complex","complex","gas","NGCC",9331529,1.09614287690236,0,6.46724297372395,278.429025075077,5.05595901971215,2539.42023701107
613,"030902061300",2008,"Lauderdale","Broward","FL","Dania Cut-Off Canal","Once-through saline","OS","gas","NGCC",5040657,0,0,0,255.093761179746,116.836600151031,1862.99663173709
617,"030902061300",2008,"Port Everglades","Broward","FL","Intracoastal Waterway","Once-through saline","OS","multi-fuel","ST",2489383,0,0,0,261.498324806794,119.7883187508,1908.77601500577
619,"030902061003",2008,"Riviera","Palm Beach","FL","Lake Worth","Once-through saline","OS","multi-fuel","ST",1288861,0,0,0,127.351646161781,58.3973885543031,926.412008046468
620,"030801011303",2008,"Sanford","Volusia","FL","St. Johns River","Recirculating pond","pond","multi-fuel","multiple",21425952,10.582921189321,8.25467852767042,12.9111638509717,10.582921189321,8.25467852767042,12.9111638509717
621,"030902061702",2008,"Turkey Point","Miami-Dade","FL","Biscayne Bay","Complex","complex","multi-fuel","complex",18620388,0,0,0,1420.50537647021,651.588368544756,10346.5673091438
634,"031002060603",2008,"P L Bartow","Pinellas","FL","Tampa Bay","Once-through saline","OS","multi-fuel","ST",1344444,0,0,0,139.916887323672,64.0369585816946,1024.45268345778
638,"031102050101",2008,"Suwannee River","Suwannee","FL","Suwannee River","Once-through fresh","river","gas","ST",345831,0.482506620454422,0.37635516395445,0.588658076954395,40.3776844133037,18.4829293182372,295.467212756808
641,"031403050602",2008,"Crist","Escambia","FL","Escambia River","Complex","complex","coal","ST",5217448,7.39469299947317,5.90563488818032,8.90492253971931,46.1914475222138,6.96168732448395,551.891565855401
642,"031300110203",2008,"Scholz","Jackson","FL","Apalachicola River","Once-through fresh","river","coal","ST",296090,0.366288285228242,0.285704862478029,0.446871707978456,33.7572834651202,15.3983798742025,250.043718452965
643,"031401010604",2008,"Lansing Smith","Bay","FL","North Bay","Complex","complex","multi-fuel","complex",4739759,1.31482542947859,1.07815685217244,1.55149400678474,212.953648625677,97.7096802227274,1555.70828256583
645,"031002060402",2008,"Big Bend","Hillsborough","FL","Tampa Bay","Once-through saline","OS","coal","ST",8727457,0,0,0,827.872440086196,378.191451452489,6100.72990228474
649,"030601060805",2008,"Vogtle","Burke","GA","Savannah","Recirculating Tower","tower","nuclear","ST",17777553,29.6971488364109,24.3516620458569,35.0426356269649,41.5760083709753,27.3956198015891,70.0852712539297
658,"030902060504",2008,"Henry D King","St Lucie","FL","Municipality","Once-through saline","OS","gas","multiple",13899,0,0,0,1.11416202391844,0.509229933202717,8.19540988563666
663,"031102060501",2008,"Deerhaven Generating Station","Alachua","FL","Wells","Recirculating Tower","tower","coal","ST",1445137,2.72156605650649,2.23168416633533,3.21144794667766,3.81019247910909,2.51064468712724,6.42289589335533
664,"030801021105",2008,"John R Kelly","Alachua","FL","Wells","Recirculating Tower","tower","gas","multiple",148181,0.148022728944743,0.121378637734689,0.174666820154796,0.20723182052264,0.136550967451525,0.349333640309593
667,"030801031602",2008,"Northside Generating Station","Duval","FL","St. Johns River","Once-through saline","OS","coal","ST",4350632,0,0,0,375.746567966997,171.815786456682,2759.61242874495
672,"030901010400",2008,"Hansel","Osceola","FL","Municipality","Recirculating Tower","tower","gas","NGCC",3367,0.0100093037130785,0.00820762904472436,0.0118109783814326,0.0140130251983099,0.00923358267531491,0.0236219567628652
673,"030902061003",2008,"Tom G Smith","Palm Beach","FL","Municipality","Recirculating Tower","tower","gas","multiple",11974,0.0304233541238321,0.0249471503815423,0.0358995578661219,0.042592695773365,0.0280655441792351,0.0717991157322438
675,"031001010101",2008,"Larsen Memorial","Polk","FL","Lake Parker","Once-through fresh","lake","gas","NGCC",89445,0.0895301861307357,0.0698335451819739,0.109226827079498,7.62950844657545,3.49268656050368,55.816603383395
676,"031001010101",2008,"C D McIntosh Jr","Polk","FL","Sewer Effluent & Lake Parker","Complex","complex","multi-fuel","complex",6854718,4.55788419696705,3.73680865093132,5.37895974300277,7.74339734642601,4.82386560272533,20.8432371648073
688,"031200030303",2008,"Arvah B Hopkins","Leon","FL","Well","Recirculating Tower","tower","gas","multiple",845907,0.734276662615642,0.602106863344827,0.866446461886458,1.0279873276619,0.67737022126293,1.73289292377292
689,"031200011003",2008,"S O Purdom","Wakulla","FL","St. Marks River","Recirculating Tower","tower","gas","multiple",1451985,0.971466710381818,0.796602702513091,1.14633071825054,1.36005339453454,0.896178040327227,2.29266143650109
693,"030802030203",2008,"Vero Beach Municipal Power Plant","Indian River","FL","Indian River","Complex","complex","gas","complex",65792,0.0362205746507711,0.0297008712136323,0.0427402780879099,2.51352644105407,1.1604788229701,18.1230897074888
703,"031501041407",2008,"Bowen","Bartow","GA","Etowah River","Recirculating Tower","tower","coal","ST",22233226,25.3608220669813,20.7958740949247,29.9257700390379,35.5051508937738,23.3953583567903,59.8515400780759
708,"031501050203",2008,"Hammond","Floyd","GA","Coosa River","Once-through fresh","river","coal","ST",4028585,4.40759238558113,3.43792206075328,5.37726271040898,372.731479074519,170.544978166566,2731.69944899551
709,"030701011707",2008,"Harllee Branch","Putnam","GA","Lake Sinclair","Complex","complex","coal","ST",10153021,9.28553742325888,6.6762591137543,13.5994721928771,807.132418684159,368.155515514237,5979.64012018161
710,"031300020101",2008,"Jack McDonough","Cobb","GA","Chattahoochee River","Recirculating Tower","tower","coal","ST",3117179,4.05678459803065,3.32656337038513,4.78700582567616,5.67949843724291,3.74238379168327,9.57401165135233
715,"030702030201",2008,"McManus","Glynn","GA","Turtle River","Once-through saline","OS","oil","ST",2625,0,0,0,0.658164073123454,0.30129588091304,4.81493954639114
727,"031300080205",2008,"Mitchell","Dougherty","GA","Flint River","Once-through fresh","river","coal","ST",522484,0.537650476419186,0.419367371606965,0.655933581231407,47.6556192526889,21.7607164181804,351.720910025727
728,"031300020403",2008,"Yates","Coweta","GA","Chattahoochee River","Recirculating Tower","tower","coal","ST",6873917,9.32720506570686,7.64830815387962,11.0061019775341,13.0580870919896,8.60434667311458,22.0122039550682
733,"030601090307",2008,"Kraft","Chatham","GA","Savannah River","Once-through fresh","river","coal","ST",1023613,1.1988497991079,0.935102843304164,1.46259675491164,106.447149767431,48.6015619191276,785.950190750668
753,"031300060610",2008,"Crisp Plant","Worth","GA","Lake Blackshear","Once-through fresh","lake","coal","ST",683,0.00326567029399773,0.00254722282931823,0.00398411775867723,0.277287228412204,0.126982281271129,2.02609631617131
856,"071300030304",2008,"E D Edwards","Peoria","IL","Illinois River","Once-through fresh","river","coal","ST",4415822,2.8564477779144,2.22802926677323,3.48486628905557,356.751496656702,161.579278799963,2708.95330466134
861,"071402030304",2008,"Coffeen","Montgomery","IL","Mcdavid Branch","Complex","complex","coal","ST",5516937,6.95898778565872,5.76032833424818,8.20923743952109,335.047281162491,6.41781486267644,3591.35362081038
862,"071401050309",2008,"Grand Tower","Jackson","IL","Mississippi River","Once-through fresh","river","gas","NGCC",77578,0.036543230535707,0.0285037198178515,0.0445827412535626,4.49884737222095,2.03881544306652,34.0889552262074
863,"051201111303",2008,"Hutsonville","Crawford","IL","Wabash River","Once-through fresh","river","coal","ST",957925,0.934745535285821,0.729101517522941,1.1403895530487,96.7318192105219,43.9827553431591,724.615148561764
864,"071300110304",2008,"Meredosia","Morgan","IL","Illinois River","Once-through fresh","river","coal","ST",1699567,1.56815302460916,1.22315935919515,1.91314669002318,173.216246095004,78.6361255703339,1304.66995780428
867,"071200030107",2008,"Crawford","Cook","IL","Chicago River","Once-through fresh","river","coal","ST",2462451,1.94393415941207,1.51626864434141,2.37159967448272,201.058072534952,91.3937229879196,1507.51439447127
869,"071200011809",2008,"Dresden Generating Station","Grundy","IL","Kankakee River","Complex","complex","nuclear","ST",14384845,20.4940561849086,14.0838072394874,26.1113675431755,776.599151851862,19.9057753691872,11435.7336557905
874,"071200040905",2008,"Joliet 9","Will","IL","Desplaines River","Once-through fresh","river","coal","ST",1735751,1.15615423476062,0.901800303113286,1.41050816640796,146.216731761496,66.2114111825018,1111.03231551874
876,"071300070402",2008,"Kincaid Generation LLC","Christian","IL","Sangchris Lake","Once-through fresh","lake","coal","ST",7455917,6.17765716316268,4.81857258726689,7.53674173905847,629.496983241543,286.398187391532,4705.85343162643
879,"071300030304",2008,"Powerton","Tazewell","IL","Illinois River","Recirculating pond","pond","coal","ST",9194144,13.4145582574374,10.4633554408011,16.3657610740736,13.4145582574374,10.4633554408011,16.3657610740736
880,"070801010402",2008,"Quad Cities Generating Station","Rock Island","IL","Mississippi River","Once-through fresh","river","nuclear","ST",14224700,12.0749444024065,9.4184566338771,14.731432170936,1460.42730882179,661.861032685321,11065.6151972273
883,"040400020501",2008,"Waukegan","Lake","IL","Lake Michigan","Once-through fresh","lake","coal","ST",3967430,3.35052529593022,2.61340973082557,4.08764086103487,338.427497245991,153.884865976989,2534.65721744631
884,"071200040705",2008,"Will County","Will","IL","Chicago Sanitary/ Ship Canal","Once-through fresh","river","coal","ST",6193964,4.71806574578907,3.68009128171547,5.75604020986266,527.603609274307,239.416679630189,3979.66038143511
886,"071200030107",2008,"Fisk Street","Cook","IL","Chicago River","Once-through fresh","river","coal","ST",1855527,1.51523414093469,1.18188262992906,1.84858565194032,155.556628469322,70.718358761847,1165.8758095705
